reconciliation_id,simulated_submission_id,journal_record_id,candidate_id,order_plan_id,symbol,side,simulated_broker_order_id,submission_status,execution_status,reconciliation_status,reconciled_at,broker_action_allowed,notes,offline_only_boundary,simulated_only_boundary
RC-SS-APR-PTC-004-514ACD1054A0-B5A00FE35FDC,SS-APR-PTC-004-514ACD1054A0,SJ-APR-PTC-004-7BFBA48584E1,PTC-004,OP-PTC-004,NVDA,bullish,SIM-BROKER-PTC-004-6C52AADE56D6,SIMULATED_SUBMITTED,SIMULATED_JOURNALED,RECONCILED_SIMULATED_ONLY,2026-05-27T13:01:10.097144+00:00,false,offline simulation only; reconciliation completed,offline-only,simulated-only
